id;nazwa;miasto;kod;link www;e-mail;tel 1;tel 2;fax;x;y;ulica;numer
5777;Grunwaldzka 244 (MOSIR);Gdañsk;80-266;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.389372;18.582533;Grunwaldzka;244
5778;Meissnera 13;Gdañsk;80-462;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.402138;18.606749;Meissnera;13
5779;Meissnera 14;Gdañsk;80-462;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.402631;18.607543;Meissnera;14
5780;Sychty 2-14;Gdañsk;80-276;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.386144;18.583505;Bernarda Sychty ;14-lut
5781;Meissnera 16;Gdañsk;80-462;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.403258;18.607443;Meissnera;16
5782;Meissnera 18;Gdañsk;80-462;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.403225;18.609853;Meissnera;18
5783;Fitelberga 7;Gdañsk;80-271;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.387470;18.580277;Grzegorza Fitelberga;7
5784;Pla¿owa (Parking);Gdañsk;80-010;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.269205;18.580916;Pla¿owa;
5785;Hubala 33;Gdañsk;80-289;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.383416;18.580623;Majora Hubala ;33
5786;Jana Paw³a II 21;Gdañsk;80-462;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.403913;18.609913;Jana Paw³a II;21
5787;S³onimskiego ;Gdañsk;80-280;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.384594;18.590790;Antoniego S³onimskiego ;3
5788;Jana Paw³a II 23;Gdañsk;80-462;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.404656;18.611521;Jana Paw³a II;23
5790;S³owackiego 36;Gdañsk;80-257;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.377693;18.573536;Juliusza S³owackiego ;36
5791;Jana Paw³a II 29D;Gdañsk;80-462;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.404622;18.609781;Jana Paw³a II;29D
5792;S³owackiego 47/51;Gdañsk;80-257;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.379857;18.584608;Juliusza S³owackiego ;47/51
5793;Burzyñskiego 3;Gdañsk;80-462;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.394537;18.604019;Burzyñskiego ;3
5794;S³owackiego 55;Gdañsk;80-257;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.379944;18.581472;Juliusza S³owackiego ;55
5795;Burzyñskiego 6;Gdañsk;80-462;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.395563;18.603981;Burzyñskiego;6
5796;S³owackiego 56;Gdañsk;80-257;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.378065;18.574802;Juliusza S³owackiego ;56
5797;S³owackiego 59;Gdañsk;80-257;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.379944;18.581461;Juliusza S³owackiego ;59
5798;Burzyñskiego 8;Gdañsk;80-462;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.395648;18.607393;Burzyñskiego;8
5799;Burzyñskiego 10 (Szko³a);Gdañsk;80-462;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.395346;18.608240;Burzyñskiego;10
5800;S³owackiego 60;Gdañsk;80-257;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.379368;18.579221;Juliusza S³owackiego ;60
5801;S³owackiego 61;Gdañsk;80-257;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.379327;18.579505;Juliusza S³owackiego ;61
5802;Burzyñskiego 10a (Przedszkole);Gdañsk;80-462;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.396431;18.607152;Burzyñskiego;10a
5803;S³owackiego 64;Gdañsk;80-257;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.378457;18.580613;Juliusza S³owackiego ;64
5804;Burzyñskiego 12A;Gdañsk;80-462;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.396251;18.606292;Burzyñskiego;12A
5806;S³owackiego 69;Gdañsk;80-257;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.378773;18.580953;Juliusza S³owackiego ;69
5807;Burzyñskiego 12P;Gdañsk;80-462;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.397786;18.606884;Burzyñskiego;12P
5808;S³owackiego 101 Szko³a ;Gdañsk;80-257;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.373657;18.565400;Juliusza S³owackiego ;101
5809;Jana Paw³a 1G;Gdañsk;80-462;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.396582;18.599452;Jana Paw³a;1G
5810;Partyzantów 95/97;Gdañsk;80-254;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.378455;18.583582;Partyzantów ;95/97
5811;Olsztyñska 4;Gdañsk;80-395;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.404329;18.602089999999976;Olsztyñska ;4
5812;Partyzantów 103;Gdañsk;80-254;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.378815;18.583173;Partyzantów ;103
5814;Olsztyñska 8C;Gdañsk;80-395;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.403654;18.602278;Olsztyñska ;8C
5815;Partyzantów 74;Gdañsk;80-254;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.351341667556966;18.64105224609375;Partyzantów ;74
5816;Olsztyñska 8C;Gdañsk;80-395;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.403931;18.603864;Olsztyñska ;8C
5818;Ko³obrzeska 56;Gdañsk;80-394;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.406369;18.605959;Ko³obrzeska;56
5819;Leœna Góra 2 Szko³a;Gdañsk;80-281;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.375792;18.561213;Leœna Góra ;2
5820;Ko³obrzeska 54;Gdañsk;80-394;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.406186;18.605064;Ko³obrzeska;54
5821;Leœna Góra 7;Gdañsk;80-281;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.375126;18.559554;Leœna Góra ;7
5822;Leœna Góra 15;Gdañsk;80-281;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.375447;18.560743;Leœna Góra ;15
5823;Kombatantów 1;Gdañsk;80-464;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.395643;18.611090;Kombatantów;1
5824;Leœna Góra 21;Gdañsk;80-281;;;;;;54.375179;18.563179;Leœna Góra ;21
5825;Kombatantów 4;Gdañsk;80-464;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.398221;18.609473;Kombatantów;4
5826;Niedzwiednik 37;Gdañsk;;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.376875;18.564339;Niedzwiednik ;37
5827;Drzewieckiego 2;Gdañsk;80-464;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.394841;18.610935;Drzewieckiego;2
5828;Leszczyñskich 1;Gdañsk;80-464;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.394553;18.616834;Leszczyñskich;1
5829;Góralska 15;Gdañsk;80-292;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.376289;18.563831;Góralska;15
5830;Góralska 43;Gdañsk;80-292;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.379359;18.561729;Góralska;43
5831;Leszczyñskich 3;Gdañsk;80-464;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.393852;18.614064;Leszczyñskich;3
5832;Góralska 61;Gdañsk;80-292;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.378533;18.558637;Góralska ;61
5833;Leszczyñskich 5;Gdañsk;80-464;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.394058;18.614080;Leszczyñskich;5
5834;Cio³kowskiego 1-3-5;Gdañsk;80-463;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.391610;18.614511;Cio³kowskiego;2001-03-05
5835;Góralska 69;Gdañsk;80-292;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.380527;18.558552;Góralska ;69
5836;Góralska 57;Gdañsk;80-292;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.377849;18.558776;Góralska ;57
5837;Cio³kowskiego 7;Gdañsk;80-463;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.392305;18.611170;Cio³kowskiego;7
5838;Góralska 25;Gdañsk;80-292;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.378472;18.563482;Góralska ;25
5839;¯wirki i Wigury 1;Gdañsk;80-463;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.391141;18.609019;¯wirki i Wigury;1
5840;Podkarpacka 4;Gdañsk;80-292;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.377481;18.567051;Podkarpacka ;4
5841;¯wirki i Wigury 3;Gdañsk;80-463;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.392542;18.608455;¯wirki i Wigury;3
5842;Podkarpacka 3;Gdañsk;80-292;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.376039;18.568556;Podkarpacka ;3
5843;¯wirki i Wigury 12;Gdañsk;80-463;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.392390;18.610617;¯wirki i Wigury;12
5844;¯wirki i Wigury 14;Gdañsk;80-463;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.392944;18.608460;¯wirki  i Wigury;14
5845;Mazowiecka 5;Gdañsk;80-292;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.375489; 18.566378;Mazowiecka;5
5846;Damroki 1;Gdañsk;80-177;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.339204;18.565723;Damroki;1
5847;Damroki 36;Gdañsk;80-177;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.342263;18.566708;Damroki;36
5848;Trawki 17 Dzia³ki ;Gdañsk;80-257;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.379432;18.574037;Trawki ;17
5849;Trawki 13;Gdañsk;80-257;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.378751;18.574535;Trawki;13
5850;Damroki 46;Gdañsk;80-177;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.343246;18.565760;Damroki;46
5851;Jasieñska 86-88;Gdañsk;80-175;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.345135;18.554252;Jasieñska;86-88
5852;Œwistaka 1;Gdañsk;80-175;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.346678;18.552038;Œwistaka;1
5853;Rycerza Blizbora 31;Gdañsk;80-177;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.340417;18.561738;Rycerza Blizbora ;31
5854;Rycerza Blizbora 12;Gdañsk;80-177;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.339954;18.563847;Rycerza Blizbora;12
5855;Stolema 52;Gdañsk;80-177;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.341520;18.564867;Stolema;52
5856;Myœliwska 80B;Gdañsk;80-283;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.350941;18.558671;Myœliwska ;80B
5857;Pólnicy 32;Gdañsk;80-177;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.343014;18.564107;Pólnicy;32
5858;Myœliwska 94;Gdañsk;80-283;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.351877;18.558291;Myœliwska ;94
5859;Myœliwska 100;Gdañsk;80-283;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.351330;18.556791;Myœliwska ;100
5860;Pólnicy 17;Gdañsk;80-177;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.342355;18.563270;Pólnicy;17
5861;Gabrysiak 54;Gdañsk;80-175;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.335696;18.557417;Gabrysiak;54
5862;Królewskie Wzgórze 11;Gdañsk;80-283;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.349270;18.569970;Królewskie Wzgórze;11
5863;£abêdzia;Gdañsk;80-126;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.345053;18.575419;£abêdzia;
5864;Królewskie Wzgórze 13;Gdañsk;80-283;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.349503;18.568961;Królewskie Wzgórze;13
5865;Królewskie Wzgórze;Gdañsk;80-283;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.350194;18.570754;Królewskie Wzgórze;33
5866;Stolema 64;Gdañsk;80-177;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.344174;18.562574;Stolema ;64
5867;Stolema 60 (przy szkole);Gdañsk;80-177;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.343202;18.562107;Stolema;60
5868;Morenowe Wzgórze 10;Gdañsk;80-283;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.350327;18.564376;Morenowe Wzgórze;10
5869;Kartuska 404;Gdañsk;80-125;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.342173;18.551403;Kartuska;404
5870;Morenowe Wzgórze 12;Gdañsk;80-283;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.349070;18.563821;Morenowe Wzgórze;12
5871;Kartuska 345B (Gardenia);Gdañsk;80-138;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.338705;18.566607;Kartuska;345B
5872;Morenowe Wzgórze 26;Gdañsk;80-283;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.347864;18.565640;Morenowe Wzgórze;26
5873;Goska 28;Gdañsk;80-177;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.340565;18.568568;Goska;28
5874;Orzechowa 7;Gdañsk;80-175;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.339433;18.555773;Orzechowa;7
5875;Wo³kowyska 9/19;Gdañsk;80-283;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.352330;18.565283;Wo³kowyska ;19-wrz
5876;Myœliwska 43;Gdañsk;80-283;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.350482;18.561801;Myœliwska ;43
5877;Kurpiñskiego 7-9;Gdañsk;80-169;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.353165;18.599578;Kurpiñskiego ;09-lip
5878;Myœliwska 46;Gdañsk;80-283;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.351381;18.568198;Myœliwska ;46
5879;Kurpiñskiego 12;Gdañsk;80-169;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.352014;18.601629;Kurpiñskiego ;12
5880;Kurpiñskiego 14;Gdañsk;80-169;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.351552;18.601989;Kurpiñskiego ;14
5881;Myœliwska 48-48F;Gdañsk;80-283;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.351812;18.566604;Myœliwska ;48-48F
5882;Kurpiñskiego 18-20;Gdañsk;80-169;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.350612;18.601212;Kurpiñskiego ;18-20
5883;Myœliwska 78;Gdañsk;80-283;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.351455;18.559681;Myœliwska ;78
5884;Jantarowa 21A Molo BrzeŸno ;Gdañsk;80-501;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.413565;18.624254;Jantarowa;21A
5885;Kurpiñskiego 15;Gdañsk;80-169;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.351275;18.601766;Kurpiñskiego ;15
5886;Hallera 253;Gdañsk;80-502;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.408693;18.629344;Józefa Hallera ;253
5887;Hallera 241;Gdañsk;80-502;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.407347;18.626910;Józefa Hallera ;241
5888;Kurpiñskiego 7;Gdañsk;80-169;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.353157;18.600778;Kurpiñskiego ;7
5889;Hallera 229;Gdañsk;80-502;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.403609;18.624862;Józefa Hallera ;229
5890;Czajkowskiego 1 (szko³a);Gdañsk;80-169;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.353515;18.602676;Czajkowskiego;1
5891;Dworska ;Gdañsk;80-506;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.403654;18.628720;Dworska ;14
5892;Czajkowskiego 2;Gdañsk;80-169;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.352532;18.603044;Czajkowskiego ;2
5893;Dworska 22;Gdañsk;80-506;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.405288;18.628591;Dworska ;22
5894;Czajkowskiego 3-9;Gdañsk;80-169;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.353864;18.604949;Czajkowskiego;09-mar
5895;Dworska 34 Szko³a ;Gdañsk;80-506;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.402635;18.627470;Dworska ;34
5896;Otwarta 3-2;Gdañsk;80-169;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.354510;18.606935;Otwarta;02-mar
5897;Liszta 2;Gdañsk;80-170;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.351528;18.607189;Liszta ;2
5898;Hodkiewicza 15;Gdañsk;;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.404198;18.627262;Karola Hodkiewicza;15
5899;Paderewskiego 6;Gdañsk;80-170;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.352739;18.607670;Paderewskiego;6
5900;Paderewskiego 4;Gdañsk;80-170;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.352305;18.608961;Paderewskiego;4
5901;Hodkiewicza 14;Gdañsk;;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.406494;18.627928;Karola Hodkiewicza;14
5902;Wczasy 2;Gdañsk;80-509;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.409102;18.630083;Wczasy;2
5903;Paderewskiego 1;Gdañsk;80-170;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.352036;18.609428;Paderewskiego;1
5904;Walecznych 10;Gdañsk;80-513;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.407550;18.633741;Walecznych;10
5905;Walecznych 13;Gdañsk;80-513;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.407634;18.632872;Walecznych ;13
5906;Powstañców Warszawskich 70;Gdañsk;80-170;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.353240;18.612468;Powstañców Warszawskich;70
5907;Korzeniowskiego 28;Gdañsk;80-509;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.407075;18.632388;Konrada Korzeniowskiego ;28
5908;Powstañców Warszawskich 66;Gdañsk;80-170;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.355214;18.614934;Powstañców Warszawskich;66
5909;Noskowskiego 1 (Biedronka);Gdañsk;80-170;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.355318;18.614326;Noskowskiego ;1
5910;Plater 22;Gdañsk;80-522;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.406698; 18.631860;Emilii Plater;22
5911;Noskowskiego 3;Gdañsk;80-170;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.355004;18.614098;Noskowskiego;3
5912;Gdañska 12;Gdañsk;80-518;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.405355;18.634766;Gdañska ;12
5913;Noskowskiego 5;Gdañsk;80-170;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.354505;18.613690;Noskowskiego;5
5914;Gdañska 19;Gdañsk;80-518;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.404548; 18.634805;Gdañska;19
5915;Nosowskiego 7;Gdañsk;80-170;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.353899;18.612712;Nosowskiego;7
5916;Zdrojowa Wejœcie nr 41;Gdañsk;80-515;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.408048;18.638322;Zdrojowa;
5917;Dunikowskiego 17;Gdañsk;80-524;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.404232;18.642318;Ksawerego Dunikowskiego;17
5918;Kamieñskiego 9 (teren zielony);Gdañsk;80-170;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.353510;18.610655;Kamieñskiego;9
5919;Krasickiego 10 Szko³a ;Gdañsk;80-515;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.405640;18.644158;Ignacego Krasickiego;10
5920;Kamieñskiego 9;Gdañsk;80-170;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.354155;18.610106;Kamieñskiego;9
5921;Dunikowskiego 15;Gdañsk;80-524;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.403858;18.644027;Dunikowskiego ;15
5922;Kamieñskiego 5;Gdañsk;80-170;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.354334;18.611290;Kamieñskiego;5
5923;Dunikowskiego 5;Gdañsk;80-524;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.403204;18.642894;Ksawerego Dunikowskiego;5
5924;Kamieñskiego 1;Gdañsk;80-170;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.355251;18.613094;Kamieñskiego;1
5925;£ozy 9;Gdañsk;80-516;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.403825;18.639823;£ozy;9
5926;£ozy 5;Gdañsk;80-516;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.404019;18.638045;£ozy ;5
5927;Paganiniego 13;Gdañsk;80-170;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.355382;18.609527;Paganiniego;13
5928;Paganiniego 17;Gdañsk;80-170;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.355135;18.608828;Paganiniego;17
5929;Broniewskiego 5;Gdañsk;80-524;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.405210;18.639958;W³adys³awa Broniewskiego;5
5931;Wyzwolenia;Gdañsk;80-537;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.402034;18.653915;Wyzwolenia;5
5932;Wyzwolenia 8;Gdañsk;80-537;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.401772;18.654149;Wyzwolenia ;8
5933;Mozarta 33 (przedszkole);Gdañsk;80-171;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.356800;18.609050;Mozarta;33
5934;Wyzwolenia ;Gdañsk;80-537;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.401183;18.659090;Wyzwolenia;20
5935;Ojcowska 54;Gdañsk;80-146;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.353636;18.624199;Ojcowska;54
5936;Wyzwolenia 22;Gdañsk;80-537;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.400983;18.659701;Wyzwolenia;22
5937;Cygañska Góra 12;Gdañsk;80-171;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.358980;18.618184;Cygañska Góra;12
5938;Wyzwolenia 23;Gdañsk;80-537;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.400312;18.659995;Wyzwolenia;23
5939;Cygañska Góra 18;Gdañsk;80-171;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.358334;18.617477;Cygañska Góra;18
5940;Wyzwolenia 51C;Gdañsk;80-537;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.401273;18.661278;Wyzwolenia;51C
5941;Cygañska Góra 20-22;Gdañsk;80-171;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.358213;18.616362;Cygañska Góra;20-22
5942;Wyzwolenia 51E;Gdañsk;80-537;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.401151;18.660693;Wyzwolenia;51E
5943;Cygañska Góra 26;Gdañsk;80-171;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.359317;18.616343;Cygañska Góra ;26
5944;Na Zaspê 6;Gdañsk;80-546;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.400435; 18.674111;Na Zaspê;6
5945;Taborowa 4-6;Gdañsk;80-171;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.357066;18.621031;Taborowa;06-kwi
5946;Na Zaspê 25;Gdañsk;80-546;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.401829;18.666742;Na Zaspê;25
5947;Focha 9/11;Gdañsk;80-001;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.359006;18.626808;Focha;11-wrz
5948;Na Zaspê 31A;Gdañsk;80-546;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.401662;18.662261;Na Zaspê;31A
5949;Na Zaspê 30;Gdañsk;80-546;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.402142;18.664161;Na Zaspê ;30
5950;Focha 22-26;Gdañsk;80-001;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.359106;18.626867;Focha;22-26
5951;Wolnoœci 20;Gdañsk;80-541;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.401607;18.662964;Wolnoœci ;20
